kelompok,golongan,sub_golongan,kode,sub_kode,status,ket_golongan,ket_sub_golongan,ket_kode,ket_sub_kode
NERACA,ASET,ASET-A,ASET-A-1,ASET-A-1-01,AKTIF,ASET,ASET LANCAR,PIUTANG,PIUTANG JANGKA PANJANG
